"","Symbol","ISIN","Description","Region","Classification","Curr","Type","Start"
"233","S5000L","CH0019110599","DJS Cns Svcs [5000] USD (Price)","Europe","Industry","USD","Price","20-Sep-04"
"234","S5000P","CH0019110565","DJS Cns Svcs [5000] EUR (Price)","Europe","Industry","EUR","Price","20-Sep-04"
"235","S5000R","CH0019110607","DJS Cns Svcs [5000] EUR (Return)","Europe","Industry","EUR","Return","20-Sep-04"
"236","S5000V","CH0019110623","DJS Cns Svcs [5000] USD (Return)","Europe","Industry","USD","Return","20-Sep-04"
"237","SXFINL","CH0004015316","DJS Fincl [8000] USD (Price)","Europe","Industry","USD","Price","01-Apr-99"
"238","SXFINP","CH0004010341","DJS Fincl [8000] EUR (Price)","Europe","Industry","EUR","Price","01-Apr-99"
"239","SXFINR","CH0004016207","DJS Fincl [8000] EUR (Return)","Europe","Industry","EUR","Return","01-Apr-99"
"240","SXFINV","CH0004018781","DJS Fincl [8000] USD (Return)","Europe","Industry","USD","Return","01-Apr-99"
"241","SXDL","EU0009659564","DJS Hea Care [4000] USD (Price)","Europe","Industry","USD","Price","20-Mar-00"
"242","SXDP","EU0009658723","DJS Hea Care [4000] EUR (Price)","Europe","Industry","EUR","Price","20-Mar-00"
"243","SXDR","EU0009658731","DJS Hea Care [4000] EUR (Return)","Europe","Industry","EUR","Return","20-Mar-00"
"244","SXDV","EU0009659572","DJS Hea Care [4000] USD (Return)","Europe","Industry","USD","Return","20-Mar-00"
"245","SXIDUL","CH0004022684","DJS Indus [2000] USD (Price)","Europe","Industry","USD","Price","01-Apr-99"
"246","SXIDUP","CH0004022593","DJS Indus [2000] EUR (Price)","Europe","Industry","EUR","Price","01-Apr-99"
"247","SXIDUR","CH0004022734","DJS Indus [2000] EUR (Return)","Europe","Industry","EUR","Return","01-Apr-99"
"248","SXIDUV","CH0004022890","DJS Indus [2000] USD (Return)","Europe","Industry","USD","Return","01-Apr-99"
"249","SX9L","EU0009659622","DJS Oil&Gas [0001] USD (Price)","Europe","Industry","USD","Price","01-Apr-99"
"250","SXEP","EU0009658780","DJS Oil&Gas [0001] EUR (Price)","Europe","Industry","EUR","Price","01-Apr-99"
"251","SXER","EU0009658798","DJS Oil&Gas [0001] EUR (Return)","Europe","Industry","EUR","Return","01-Apr-99"
"252","SXEV","EU0009659630","DJS Oil&Gas [0001] USD (Return)","Europe","Industry","USD","Return","01-Apr-99"
"253","SX8L","EU0009659762","DJS Tech [9000] USD (Price)","Europe","Industry","USD","Price","01-Apr-99"
"254","SX8P","EU0009658921","DJS Tech [9000] EUR (Price)","Europe","Industry","EUR","Price","01-Apr-99"
"255","SX8R","EU0009658939","DJS Tech [9000] EUR (Return)","Europe","Industry","EUR","Return","01-Apr-99"
"256","SX8V","EU0009659770","DJS Tech [9000] USD (Return)","Europe","Industry","USD","Return","01-Apr-99"
"257","SXKL","EU0009659788","DJS Telecom [6000] USD (Price)","Europe","Industry","USD","Price","01-Apr-99"
"258","SXKP","EU0009658947","DJS Telecom [6000] EUR (Price)","Europe","Industry","EUR","Price","01-Apr-99"
"259","SXKR","EU0009658954","DJS Telecom [6000] EUR (Return)","Europe","Industry","EUR","Return","01-Apr-99"
"260","SXKV","EU0009659796","DJS Telecom [6000] USD (Return)","Europe","Industry","USD","Return","01-Apr-99"
"261","SX6L","EU0009659804","DJS Util [7000] USD (Price)","Europe","Industry","USD","Price","20-Mar-00"
"262","SX6P","EU0009658962","DJS Util [7000] EUR (Price)","Europe","Industry","EUR","Price","20-Mar-00"
"263","SX6R","EU0009658970","DJS Util [7000] EUR (Return)","Europe","Industry","EUR","Return","20-Mar-00"
"264","SX6V","EU0009659812","DJS Util [7000] USD (Return)","Europe","Industry","USD","Return","20-Mar-00"
"265","TBSCF","CH0014295932","DJSN TMI Bas Mater [1000] EUR (Price)","Nordic","Industry","EUR","Price","15-Jul-02"
"266","TBSCG","CH0014295957","DJSN TMI Bas Mater [1000] EUR (Return)","Nordic","Industry","EUR","Return","15-Jul-02"
"267","TBSCH","CH0014295890","DJSN TMI Bas Mater [1000] USD (Price)","Nordic","Industry","USD","Price","15-Jul-02"
"268","TBSCI","CH0014295916","DJSN TMI Bas Mater [1000] USD (Return)","Nordic","Industry","USD","Return","15-Jul-02"
"269","TBSCX","CH0037485734","DJSN TMI Bas Mater [1000] SEK (Price)","Nordic","Industry","SEK","Price","21-Apr-08"
"270","TBSCY","CH0037485742","DJSN TMI Bas Mater [1000] SEK (Return)","Nordic","Industry","SEK","Return","21-Apr-08"
"271","TBSCNX","CH0037486559","DJSN TMI Bas Mater [1000] NOK (Price)","Nordic","Industry","NOK","Price","21-Apr-08"
"272","TBSCNY","CH0037486567","DJSN TMI Bas Mater [1000] NOK (Return)","Nordic","Industry","NOK","Return","21-Apr-08"
"273","TBSCDX","CH0037487391","DJSN TMI Bas Mater [1000] DKK (Price)","Nordic","Industry","DKK","Price","21-Apr-08"
"274","TBSCDY","CH0037487409","DJSN TMI Bas Mater [1000] DKK (Return)","Nordic","Industry","DKK","Return","21-Apr-08"
"275","T3000M","CH0019111944","DJSN TMI Cns Goods [3000] USD (Price)","Nordic","Industry","USD","Price","20-Sep-04"
"276","T3000N","CH0019111894","DJSN TMI Cns Goods [3000] EUR (Price)","Nordic","Industry","EUR","Price","20-Sep-04"
"277","T3000Q","CH0019111977","DJSN TMI Cns Goods [3000] EUR (Return)","Nordic","Industry","EUR","Return","20-Sep-04"
"278","T3000S","CH0019112017","DJSN TMI Cns Goods [3000] USD (Return)","Nordic","Industry","USD","Return","20-Sep-04"
"279","T300X","CH0037485999","DJSN TMI Cns Goods [3000] SEK (Price)","Nordic","Industry","SEK","Price","21-Apr-08"
"280","T300Y","CH0037486005","DJSN TMI Cns Goods [3000] SEK (Return)","Nordic","Industry","SEK","Return","21-Apr-08"
"281","T300NX","CH0037486831","DJSN TMI Cns Goods [3000] NOK (Price)","Nordic","Industry","NOK","Price","21-Apr-08"
"282","T300NY","CH0037486849","DJSN TMI Cns Goods [3000] NOK (Return)","Nordic","Industry","NOK","Return","21-Apr-08"
"283","T300DX","CH0037487615","DJSN TMI Cns Goods [3000] DKK (Price)","Nordic","Industry","DKK","Price","21-Apr-08"
"284","T300DY","CH0037487623","DJSN TMI Cns Goods [3000] DKK (Return)","Nordic","Industry","DKK","Return","21-Apr-08"
"285","T5000M","CH0019112116","DJSN TMI Cns Svcs [5000] USD (Price)","Nordic","Industry","USD","Price","20-Sep-04"
"286","T5000N","CH0019112058","DJSN TMI Cns Svcs [5000] EUR (Price)","Nordic","Industry","EUR","Price","20-Sep-04"
"287","T5000Q","CH0019112140","DJSN TMI Cns Svcs [5000] EUR (Return)","Nordic","Industry","EUR","Return","20-Sep-04"
"288","T5000S","CH0019112199","DJSN TMI Cns Svcs [5000] USD (Return)","Nordic","Industry","USD","Return","20-Sep-04"
"289","T500X","CH0037486013","DJSN TMI Cns Svcs [5000] SEK (Price)","Nordic","Industry","SEK","Price","21-Apr-08"
"290","T500Y","CH0037486021","DJSN TMI Cns Svcs [5000] SEK (Return)","Nordic","Industry","SEK","Return","21-Apr-08"
"291","T500NX","CH0037486864","DJSN TMI Cns Svcs [5000] NOK (Price)","Nordic","Industry","NOK","Price","21-Apr-08"
"292","T500NY","CH0037486880","DJSN TMI Cns Svcs [5000] NOK (Return)","Nordic","Industry","NOK","Return","21-Apr-08"
"293","T500DX","CH0037487631","DJSN TMI Cns Svcs [5000] DKK (Price)","Nordic","Industry","DKK","Price","21-Apr-08"
"294","T500DY","CH0037487649","DJSN TMI Cns Svcs [5000] DKK (Return)","Nordic","Industry","DKK","Return","21-Apr-08"
"295","TFINF","CH0014298456","DJSN TMI Fincl [8000] EUR (Price)","Nordic","Industry","EUR","Price","15-Jul-02"
"296","TFING","CH0014298472","DJSN TMI Fincl [8000] EUR (Return)","Nordic","Industry","EUR","Return","15-Jul-02"
"297","TFINH","CH0014298399","DJSN TMI Fincl [8000] USD (Price)","Nordic","Industry","USD","Price","15-Jul-02"
"298","TFINI","CH0014298407","DJSN TMI Fincl [8000] USD (Return)","Nordic","Industry","USD","Return","15-Jul-02"
"299","TFINX","CH0037485759","DJSN TMI Fincl [8000] SEK (Price)","Nordic","Industry","SEK","Price","21-Apr-08"
"300","TFINY","CH0037485767","DJSN TMI Fincl [8000] SEK (Return)","Nordic","Industry","SEK","Return","21-Apr-08"
"301","TFINNX","CH0037486575","DJSN TMI Fincl [8000] NOK (Price)","Nordic","Industry","NOK","Price","21-Apr-08"
"302","TFINNY","CH0037486583","DJSN TMI Fincl [8000] NOK (Return)","Nordic","Industry","NOK","Return","21-Apr-08"
"303","TFINDX","CH0037487417","DJSN TMI Fincl [8000] DKK (Price)","Nordic","Industry","DKK","Price","21-Apr-08"
"304","TFINDY","CH0037487425","DJSN TMI Fincl [8000] DKK (Return)","Nordic","Industry","DKK","Return","21-Apr-08"
"305","THCRF","CH0014298597","DJSN TMI Hea Care [4000] EUR (Price)","Nordic","Industry","EUR","Price","20-Nov-00"
"306","THCRG","CH0014298639","DJSN TMI Hea Care [4000] EUR (Return)","Nordic","Industry","EUR","Return","20-Nov-00"
"307","THCRH","CH0014298548","DJSN TMI Hea Care [4000] USD (Price)","Nordic","Industry","USD","Price","20-Nov-00"
"308","THCRI","CH0014298571","DJSN TMI Hea Care [4000] USD (Return)","Nordic","Industry","USD","Return","20-Nov-00"
"309","THCRX","CH0037485403","DJSN TMI Hea Care [4000] SEK (Price)","Nordic","Industry","SEK","Price","21-Apr-08"
"310","THCRY","CH0037485429","DJSN TMI Hea Care [4000] SEK (Return)","Nordic","Industry","SEK","Return","21-Apr-08"
"311","THCRNX","CH0037486286","DJSN TMI Hea Care [4000] NOK (Price)","Nordic","Industry","NOK","Price","21-Apr-08"
"312","THCRNY","CH0037486294","DJSN TMI Hea Care [4000] NOK (Return)","Nordic","Industry","NOK","Return","21-Apr-08"
"313","THCRDX","CH0037487086","DJSN TMI Hea Care [4000] DKK (Price)","Nordic","Industry","DKK","Price","21-Apr-08"
"314","THCRDY","CH0037487094","DJSN TMI Hea Care [4000] DKK (Return)","Nordic","Industry","DKK","Return","21-Apr-08"
"315","TIDUF","CH0014298837","DJSN TMI Indus [2000] EUR (Price)","Nordic","Industry","EUR","Price","15-Jul-02"
"316","TIDUG","CH0014298852","DJSN TMI Indus [2000] EUR (Return)","Nordic","Industry","EUR","Return","15-Jul-02"
"317","TIDUH","CH0014298753","DJSN TMI Indus [2000] USD (Price)","Nordic","Industry","USD","Price","15-Jul-02"
"318","TIDUI","CH0014298795","DJSN TMI Indus [2000] USD (Return)","Nordic","Industry","USD","Return","15-Jul-02"
"319","TIDUX","CH0037485775","DJSN TMI Indus [2000] SEK (Price)","Nordic","Industry","SEK","Price","21-Apr-08"
"320","TIDUY","CH0037485783","DJSN TMI Indus [2000] SEK (Return)","Nordic","Industry","SEK","Return","21-Apr-08"
"321","TIDUNX","CH0037486609","DJSN TMI Indus [2000] NOK (Price)","Nordic","Industry","NOK","Price","21-Apr-08"
"322","TIDUNY","CH0037486617","DJSN TMI Indus [2000] NOK (Return)","Nordic","Industry","NOK","Return","21-Apr-08"
"323","TIDUDX","CH0037487433","DJSN TMI Indus [2000] DKK (Price)","Nordic","Industry","DKK","Price","21-Apr-08"
"324","TIDUDY","CH0037487441","DJSN TMI Indus [2000] DKK (Return)","Nordic","Industry","DKK","Return","21-Apr-08"
"325","TTECF","CH0014299553","DJSN TMI Tech [9000] EUR (Price)","Nordic","Industry","EUR","Price","20-Nov-00"
"326","TTECG","CH0014299629","DJSN TMI Tech [9000] EUR (Return)","Nordic","Industry","EUR","Return","20-Nov-00"
"327","TTECH","CH0014299041","DJSN TMI Tech [9000] USD (Price)","Nordic","Industry","USD","Price","20-Nov-00"
"328","TTECI","CH0014299504","DJSN TMI Tech [9000] USD (Return)","Nordic","Industry","USD","Return","20-Nov-00"
"329","TTECX","CH0037485445","DJSN TMI Tech [9000] SEK (Price)","Nordic","Industry","SEK","Price","21-Apr-08"
"330","TTECY","CH0037485452","DJSN TMI Tech [9000] SEK (Return)","Nordic","Industry","SEK","Return","21-Apr-08"
"331","TTECNX","CH0037486302","DJSN TMI Tech [9000] NOK (Price)","Nordic","Industry","NOK","Price","21-Apr-08"
"332","TTECNY","CH0037486336","DJSN TMI Tech [9000] NOK (Return)","Nordic","Industry","NOK","Return","21-Apr-08"
"333","TTECDX","CH0037487110","DJSN TMI Tech [9000] DKK (Price)","Nordic","Industry","DKK","Price","21-Apr-08"
"334","TTECDY","CH0037487128","DJSN TMI Tech [9000] DKK (Return)","Nordic","Industry","DKK","Return","21-Apr-08"
"335","TTLSF","CH0014299785","DJSN TMI Telecom [6000] EUR (Price)","Nordic","Industry","EUR","Price","20-Nov-00"
"336","TTLSG","CH0014299801","DJSN TMI Telecom [6000] EUR (Return)","Nordic","Industry","EUR","Return","20-Nov-00"
"337","TTLSH","CH0014299686","DJSN TMI Telecom [6000] USD (Price)","Nordic","Industry","USD","Price","20-Nov-00"
"338","TTLSI","CH0014299751","DJSN TMI Telecom [6000] USD (Return)","Nordic","Industry","USD","Return","20-Nov-00"
"339","TTLSX","CH0037485460","DJSN TMI Telecom [6000] SEK (Price)","Nordic","Industry","SEK","Price","21-Apr-08"
"340","TTLSY","CH0037485544","DJSN TMI Telecom [6000] SEK (Return)","Nordic","Industry","SEK","Return","21-Apr-08"
"341","TTLSNX","CH0037486351","DJSN TMI Telecom [6000] NOK (Price)","Nordic","Industry","NOK","Price","21-Apr-08"
"342","TTLSNY","CH0037486377","DJSN TMI Telecom [6000] NOK (Return)","Nordic","Industry","NOK","Return","21-Apr-08"
"343","TTLSDX","CH0037487136","DJSN TMI Telecom [6000] DKK (Price)","Nordic","Industry","DKK","Price","21-Apr-08"
"344","TTLSDY","CH0037487151","DJSN TMI Telecom [6000] DKK (Return)","Nordic","Industry","DKK","Return","21-Apr-08"
"345","TBSCL","CH0014292657","DJS TMI Bas Mater [1000] USD (Price)","Europe","Industry","USD","Price","15-Jul-02"
"346","TBSCP","CH0014292715","DJS TMI Bas Mater [1000] EUR (Price)","Europe","Industry","EUR","Price","15-Jul-02"
"347","TBSCR","CH0014292756","DJS TMI Bas Mater [1000] EUR (Return)","Europe","Industry","EUR","Return","15-Jul-02"
"348","TBSCV","CH0014292673","DJS TMI Bas Mater [1000] USD (Return)","Europe","Industry","USD","Return","15-Jul-02"
"349","T3000L","CH0019111019","DJS TMI Cns Goods [3000] USD (Price)","Europe","Industry","USD","Price","20-Sep-04"
"350","T3000P","CH0019110979","DJS TMI Cns Goods [3000] EUR (Price)","Europe","Industry","EUR","Price","20-Sep-04"
"351","T3000R","CH0019111043","DJS TMI Cns Goods [3000] EUR (Return)","Europe","Industry","EUR","Return","20-Sep-04"
"352","T3000V","CH0019111068","DJS TMI Cns Goods [3000] USD (Return)","Europe","Industry","USD","Return","20-Sep-04"
"353","T5000L","CH0019111159","DJS TMI Cns Svcs [5000] USD (Price)","Europe","Industry","USD","Price","20-Sep-04"
"354","T5000P","CH0019111142","DJS TMI Cns Svcs [5000] EUR (Price)","Europe","Industry","EUR","Price","20-Sep-04"
"355","T5000R","CH0019111183","DJS TMI Cns Svcs [5000] EUR (Return)","Europe","Industry","EUR","Return","20-Sep-04"
"356","T5000V","CH0019111233","DJS TMI Cns Svcs [5000] USD (Return)","Europe","Industry","USD","Return","20-Sep-04"
"357","TFINL","CH0014293663","DJS TMI Fincl [8000] USD (Price)","Europe","Industry","USD","Price","15-Jul-02"
"358","TFINP","CH0014293762","DJS TMI Fincl [8000] EUR (Price)","Europe","Industry","EUR","Price","15-Jul-02"
"359","TFINR","CH0014293788","DJS TMI Fincl [8000] EUR (Return)","Europe","Industry","EUR","Return","15-Jul-02"
"360","TFINV","CH0014293713","DJS TMI Fincl [8000] USD (Return)","Europe","Industry","USD","Return","15-Jul-02"
"361","BPHL","CH0009104487","DJS TMI Hea Care [4000] USD (Price)","Europe","Industry","USD","Price","20-Nov-00"
"362","BPHP","CH0009104404","DJS TMI Hea Care [4000] EUR (Price)","Europe","Industry","EUR","Price","20-Nov-00"
"363","BPHR","CH0009104495","DJS TMI Hea Care [4000] EUR (Return)","Europe","Industry","EUR","Return","20-Nov-00"
"364","BPHV","CH0009104529","DJS TMI Hea Care [4000] USD (Return)","Europe","Industry","USD","Return","20-Nov-00"
"365","TIDUL","CH0014293879","DJS TMI Indus [2000] USD (Price)","Europe","Industry","USD","Price","15-Jul-02"
"366","TIDUP","CH0014293945","DJS TMI Indus [2000] EUR (Price)","Europe","Industry","EUR","Price","15-Jul-02"
"367","TIDUR","CH0014293986","DJS TMI Indus [2000] EUR (Return)","Europe","Industry","EUR","Return","15-Jul-02"
"368","TIDUV","CH0014293895","DJS TMI Indus [2000] USD (Return)","Europe","Industry","USD","Return","15-Jul-02"
"369","BENL","CH0009098952","DJS TMI Oil&Gas [0001] USD (Price)","Europe","Industry","USD","Price","20-Nov-00"
"370","BENP","CH0009098929","DJS TMI Oil&Gas [0001] EUR (Price)","Europe","Industry","EUR","Price","20-Nov-00"
"371","BENR","CH0009098986","DJS TMI Oil&Gas [0001] EUR (Return)","Europe","Industry","EUR","Return","20-Nov-00"
"372","BENV","CH0009098994","DJS TMI Oil&Gas [0001] USD (Return)","Europe","Industry","USD","Return","20-Nov-00"
"373","BTHL","CH0009105617","DJS TMI Tech [9000] USD (Price)","Europe","Industry","USD","Price","20-Nov-00"
"374","BTHP","CH0009105591","DJS TMI Tech [9000] EUR (Price)","Europe","Industry","EUR","Price","20-Nov-00"
"375","BTHR","CH0009105633","DJS TMI Tech [9000] EUR (Return)","Europe","Industry","EUR","Return","20-Nov-00"
"376","BTHV","CH0009105989","DJS TMI Tech [9000] USD (Return)","Europe","Industry","USD","Return","20-Nov-00"
"377","BTEL","CH0009106367","DJS TMI Telecom [6000] USD (Price)","Europe","Industry","USD","Price","20-Nov-00"
"378","BTEP","CH0009106300","DJS TMI Telecom [6000] EUR (Price)","Europe","Industry","EUR","Price","20-Nov-00"
"379","BTER","CH0009106391","DJS TMI Telecom [6000] EUR (Return)","Europe","Industry","EUR","Return","20-Nov-00"
"380","BTEV","CH0009106425","DJS TMI Telecom [6000] USD (Return)","Europe","Industry","USD","Return","20-Nov-00"
"381","BUTL","CH0009106623","DJS TMI Util [7000] USD (Price)","Europe","Industry","USD","Price","20-Nov-00"
"382","BUTP","CH0009106599","DJS TMI Util [7000] EUR (Price)","Europe","Industry","EUR","Price","20-Nov-00"
"383","BUTR","CH0009106649","DJS TMI Util [7000] EUR (Return)","Europe","Industry","EUR","Return","20-Nov-00"
"384","BUTV","CH0009106656","DJS TMI Util [7000] USD (Return)","Europe","Industry","USD","Return","20-Nov-00"
"385","BATE","CH0009093730","DJES TMI Aut&Prt [3350] EUR (Price)","Eurozone","Sector","EUR","Price","20-Nov-00"
"386","BATK","CH0009093755","DJES TMI Aut&Prt [3350] USD (Price)","Eurozone","Sector","USD","Price","20-Nov-00"
"387","BATT","CH0009093789","DJES TMI Aut&Prt [3350] EUR (Return)","Eurozone","Sector","EUR","Return","20-Nov-00"
"388","BATU","CH0009093805","DJES TMI Aut&Prt [3350] USD (Return)","Eurozone","Sector","USD","Return","20-Nov-00"
"389","BBAE","CH0009094035","DJES TMI Banks [8350] EUR (Price)","Eurozone","Sector","EUR","Price","20-Nov-00"
"390","BBAK","CH0009094167","DJES TMI Banks [8350] USD (Price)","Eurozone","Sector","USD","Price","20-Nov-00"
"391","BBAT","CH0009094274","DJES TMI Banks [8350] EUR (Return)","Eurozone","Sector","EUR","Return","20-Nov-00"
"392","BBAU","CH0009094290","DJES TMI Banks [8350] USD (Return)","Eurozone","Sector","USD","Return","20-Nov-00"
"393","SIEBVG","CH0013311656","DJES TMI Beverages [3530] EUR (Price)","Eurozone","Sector","EUR","Price","24-Dec-01"
"394","SIKBVG","CH0013310997","DJES TMI Beverages [3530] USD (Price)","Eurozone","Sector","USD","Price","24-Dec-01"
"395","SITBVG","CH0013311680","DJES TMI Beverages [3530] EUR (Return)","Eurozone","Sector","EUR","Return","24-Dec-01"
"396","SIUBVG","CH0013311565","DJES TMI Beverages [3530] USD (Return)","Eurozone","Sector","USD","Return","24-Dec-01"
"397","BCHE","CH0009095602","DJES TMI Chem [1350] EUR (Price)","Eurozone","Sector","EUR","Price","20-Nov-00"
"398","BCHK","CH0009095644","DJES TMI Chem [1350] USD (Price)","Eurozone","Sector","USD","Price","20-Nov-00"
"399","BCHT","CH0009095826","DJES TMI Chem [1350] EUR (Return)","Eurozone","Sector","EUR","Return","20-Nov-00"
"400","BCHU","CH0009095883","DJES TMI Chem [1350] USD (Return)","Eurozone","Sector","USD","Return","20-Nov-00"
"401","BCNE","CH0009097129","DJES TMI Cns&Mat [2350] EUR (Price)","Eurozone","Sector","EUR","Price","20-Nov-00"
"402","BCNK","CH0009097210","DJES TMI Cns&Mat [2350] USD (Price)","Eurozone","Sector","USD","Price","20-Nov-00"
"403","BCNT","CH0009097236","DJES TMI Cns&Mat [2350] EUR (Return)","Eurozone","Sector","EUR","Return","20-Nov-00"
"404","BCNU","CH0009097327","DJES TMI Cns&Mat [2350] USD (Return)","Eurozone","Sector","USD","Return","20-Nov-00"
"405","SXEELC","CH0004050198","DJES TMI Electr [7530] EUR (Price)","Eurozone","Sector","EUR","Price","01-Apr-99"
"406","SXKELC","CH0004050206","DJES TMI Electr [7530] USD (Price)","Eurozone","Sector","USD","Price","01-Apr-99"
"407","SXTELC","CH0004050230","DJES TMI Electr [7530] EUR (Return)","Eurozone","Sector","EUR","Return","01-Apr-99"
"408","SXUELC","CH0004050255","DJES TMI Electr [7530] USD (Return)","Eurozone","Sector","USD","Return","01-Apr-99"
"409","T2730E","CH0019125985","DJES TMI Electr Eq [2730] EUR (Price)","Eurozone","Sector","EUR","Price","20-Sep-04"
"410","T2730K","CH0019126017","DJES TMI Electr Eq [2730] USD (Price)","Eurozone","Sector","USD","Price","20-Sep-04"
"411","T2730T","CH0019126041","DJES TMI Electr Eq [2730] EUR (Return)","Eurozone","Sector","EUR","Return","20-Sep-04"
